"location_id","address_1","address_2","city","state","zip","county","location_source_value","country_concept_id","country_source_value","latitude","longitude"
1503093,NULL,NULL,"1503093","15",NULL,NULL,"1503093",NULL,NULL,NULL,NULL
1501956,NULL,NULL,"1501956","15",NULL,NULL,"1501956",NULL,NULL,NULL,NULL
3107109,NULL,NULL,"3107109","31",NULL,NULL,"3107109",NULL,NULL,NULL,NULL
4304713,NULL,NULL,"4304713","43",NULL,NULL,"4304713",NULL,NULL,NULL,NULL
1710904,NULL,NULL,"1710904","17",NULL,NULL,"1710904",NULL,NULL,NULL,NULL
3531506,NULL,NULL,"3531506","35",NULL,NULL,"3531506",NULL,NULL,NULL,NULL
2206506,NULL,NULL,"2206506","22",NULL,NULL,"2206506",NULL,NULL,NULL,NULL
2400505,NULL,NULL,"2400505","24",NULL,NULL,"2400505",NULL,NULL,NULL,NULL
3129608,NULL,NULL,"3129608","31",NULL,NULL,"3129608",NULL,NULL,NULL,NULL
5005004,NULL,NULL,"5005004","50",NULL,NULL,"5005004",NULL,NULL,NULL,NULL
2210300,NULL,NULL,"2210300","22",NULL,NULL,"2210300",NULL,NULL,NULL,NULL
2708956,NULL,NULL,"2708956","27",NULL,NULL,"2708956",NULL,NULL,NULL,NULL
2210383,NULL,NULL,"2210383","22",NULL,NULL,"2210383",NULL,NULL,NULL,NULL
4306700,NULL,NULL,"4306700","43",NULL,NULL,"4306700",NULL,NULL,NULL,NULL
4302501,NULL,NULL,"4302501","43",NULL,NULL,"4302501",NULL,NULL,NULL,NULL
4200754,NULL,NULL,"4200754","42",NULL,NULL,"4200754",NULL,NULL,NULL,NULL
4321857,NULL,NULL,"4321857","43",NULL,NULL,"4321857",NULL,NULL,NULL,NULL
3531803,NULL,NULL,"3531803","35",NULL,NULL,"3531803",NULL,NULL,NULL,NULL
2922003,NULL,NULL,"2922003","29",NULL,NULL,"2922003",NULL,NULL,NULL,NULL
5211602,NULL,NULL,"5211602","52",NULL,NULL,"5211602",NULL,NULL,NULL,NULL
4309803,NULL,NULL,"4309803","43",NULL,NULL,"4309803",NULL,NULL,NULL,NULL
3301009,NULL,NULL,"3301009","33",NULL,NULL,"3301009",NULL,NULL,NULL,NULL
4218400,NULL,NULL,"4218400","42",NULL,NULL,"4218400",NULL,NULL,NULL,NULL
2919207,NULL,NULL,"2919207","29",NULL,NULL,"2919207",NULL,NULL,NULL,NULL
5214101,NULL,NULL,"5214101","52",NULL,NULL,"5214101",NULL,NULL,NULL,NULL
4110607,NULL,NULL,"4110607","41",NULL,NULL,"4110607",NULL,NULL,NULL,NULL
4314035,NULL,NULL,"4314035","43",NULL,NULL,"4314035",NULL,NULL,NULL,NULL
3170909,NULL,NULL,"3170909","31",NULL,NULL,"3170909",NULL,NULL,NULL,NULL
3548906,NULL,NULL,"3548906","35",NULL,NULL,"3548906",NULL,NULL,NULL,NULL
3150604,NULL,NULL,"3150604","31",NULL,NULL,"3150604",NULL,NULL,NULL,NULL
4214706,NULL,NULL,"4214706","42",NULL,NULL,"4214706",NULL,NULL,NULL,NULL
2300754,NULL,NULL,"2300754","23",NULL,NULL,"2300754",NULL,NULL,NULL,NULL
4125902,NULL,NULL,"4125902","41",NULL,NULL,"4125902",NULL,NULL,NULL,NULL
4101200,NULL,NULL,"4101200","41",NULL,NULL,"4101200",NULL,NULL,NULL,NULL
1506351,NULL,NULL,"1506351","15",NULL,NULL,"1506351",NULL,NULL,NULL,NULL
3203007,NULL,NULL,"3203007","32",NULL,NULL,"3203007",NULL,NULL,NULL,NULL
4109302,NULL,NULL,"4109302","41",NULL,NULL,"4109302",NULL,NULL,NULL,NULL
4306304,NULL,NULL,"4306304","43",NULL,NULL,"4306304",NULL,NULL,NULL,NULL
3557204,NULL,NULL,"3557204","35",NULL,NULL,"3557204",NULL,NULL,NULL,NULL
2904308,NULL,NULL,"2904308","29",NULL,NULL,"2904308",NULL,NULL,NULL,NULL
2509206,NULL,NULL,"2509206","25",NULL,NULL,"2509206",NULL,NULL,NULL,NULL
3149606,NULL,NULL,"3149606","31",NULL,NULL,"3149606",NULL,NULL,NULL,NULL
3161056,NULL,NULL,"3161056","31",NULL,NULL,"3161056",NULL,NULL,NULL,NULL
3125408,NULL,NULL,"3125408","31",NULL,NULL,"3125408",NULL,NULL,NULL,NULL
2406403,NULL,NULL,"2406403","24",NULL,NULL,"2406403",NULL,NULL,NULL,NULL
2600500,NULL,NULL,"2600500","26",NULL,NULL,"2600500",NULL,NULL,NULL,NULL
2920700,NULL,NULL,"2920700","29",NULL,NULL,"2920700",NULL,NULL,NULL,NULL
3203809,NULL,NULL,"3203809","32",NULL,NULL,"3203809",NULL,NULL,NULL,NULL
2908309,NULL,NULL,"2908309","29",NULL,NULL,"2908309",NULL,NULL,NULL,NULL
3113107,NULL,NULL,"3113107","31",NULL,NULL,"3113107",NULL,NULL,NULL,NULL
2205573,NULL,NULL,"2205573","22",NULL,NULL,"2205573",NULL,NULL,NULL,NULL
2912202,NULL,NULL,"2912202","29",NULL,NULL,"2912202",NULL,NULL,NULL,NULL
4125001,NULL,NULL,"4125001","41",NULL,NULL,"4125001",NULL,NULL,NULL,NULL
2414456,NULL,NULL,"2414456","24",NULL,NULL,"2414456",NULL,NULL,NULL,NULL
4200705,NULL,NULL,"4200705","42",NULL,NULL,"4200705",NULL,NULL,NULL,NULL
4116604,NULL,NULL,"4116604","41",NULL,NULL,"4116604",NULL,NULL,NULL,NULL
5209952,NULL,NULL,"5209952","52",NULL,NULL,"5209952",NULL,NULL,NULL,NULL
5201702,NULL,NULL,"5201702","52",NULL,NULL,"5201702",NULL,NULL,NULL,NULL
3149804,NULL,NULL,"3149804","31",NULL,NULL,"3149804",NULL,NULL,NULL,NULL
3532702,NULL,NULL,"3532702","35",NULL,NULL,"3532702",NULL,NULL,NULL,NULL
3143807,NULL,NULL,"3143807","31",NULL,NULL,"3143807",NULL,NULL,NULL,NULL
3139102,NULL,NULL,"3139102","31",NULL,NULL,"3139102",NULL,NULL,NULL,NULL
2412203,NULL,NULL,"2412203","24",NULL,NULL,"2412203",NULL,NULL,NULL,NULL
2407401,NULL,NULL,"2407401","24",NULL,NULL,"2407401",NULL,NULL,NULL,NULL
5222302,NULL,NULL,"5222302","52",NULL,NULL,"5222302",NULL,NULL,NULL,NULL
3513009,NULL,NULL,"3513009","35",NULL,NULL,"3513009",NULL,NULL,NULL,NULL
4109005,NULL,NULL,"4109005","41",NULL,NULL,"4109005",NULL,NULL,NULL,NULL
3203346,NULL,NULL,"3203346","32",NULL,NULL,"3203346",NULL,NULL,NULL,NULL
2101004,NULL,NULL,"2101004","21",NULL,NULL,"2101004",NULL,NULL,NULL,NULL
5220280,NULL,NULL,"5220280","52",NULL,NULL,"5220280",NULL,NULL,NULL,NULL
1503408,NULL,NULL,"1503408","15",NULL,NULL,"1503408",NULL,NULL,NULL,NULL
3301850,NULL,NULL,"3301850","33",NULL,NULL,"3301850",NULL,NULL,NULL,NULL
5212907,NULL,NULL,"5212907","52",NULL,NULL,"5212907",NULL,NULL,NULL,NULL
3537602,NULL,NULL,"3537602","35",NULL,NULL,"3537602",NULL,NULL,NULL,NULL
3507209,NULL,NULL,"3507209","35",NULL,NULL,"3507209",NULL,NULL,NULL,NULL
2205953,NULL,NULL,"2205953","22",NULL,NULL,"2205953",NULL,NULL,NULL,NULL
3551207,NULL,NULL,"3551207","35",NULL,NULL,"3551207",NULL,NULL,NULL,NULL
2504900,NULL,NULL,"2504900","25",NULL,NULL,"2504900",NULL,NULL,NULL,NULL
3152006,NULL,NULL,"3152006","31",NULL,NULL,"3152006",NULL,NULL,NULL,NULL
1303205,NULL,NULL,"1303205","13",NULL,NULL,"1303205",NULL,NULL,NULL,NULL
2409407,NULL,NULL,"2409407","24",NULL,NULL,"2409407",NULL,NULL,NULL,NULL
3553807,NULL,NULL,"3553807","35",NULL,NULL,"3553807",NULL,NULL,NULL,NULL
4202073,NULL,NULL,"4202073","42",NULL,NULL,"4202073",NULL,NULL,NULL,NULL
3528007,NULL,NULL,"3528007","35",NULL,NULL,"3528007",NULL,NULL,NULL,NULL
3114303,NULL,NULL,"3114303","31",NULL,NULL,"3114303",NULL,NULL,NULL,NULL
2922904,NULL,NULL,"2922904","29",NULL,NULL,"2922904",NULL,NULL,NULL,NULL
3505708,NULL,NULL,"3505708","35",NULL,NULL,"3505708",NULL,NULL,NULL,NULL
2413904,NULL,NULL,"2413904","24",NULL,NULL,"2413904",NULL,NULL,NULL,NULL
4313656,NULL,NULL,"4313656","43",NULL,NULL,"4313656",NULL,NULL,NULL,NULL
3539301,NULL,NULL,"3539301","35",NULL,NULL,"3539301",NULL,NULL,NULL,NULL
4123204,NULL,NULL,"4123204","41",NULL,NULL,"4123204",NULL,NULL,NULL,NULL
2313559,NULL,NULL,"2313559","23",NULL,NULL,"2313559",NULL,NULL,NULL,NULL
3140407,NULL,NULL,"3140407","31",NULL,NULL,"3140407",NULL,NULL,NULL,NULL
2505352,NULL,NULL,"2505352","25",NULL,NULL,"2505352",NULL,NULL,NULL,NULL
2201606,NULL,NULL,"2201606","22",NULL,NULL,"2201606",NULL,NULL,NULL,NULL
2509008,NULL,NULL,"2509008","25",NULL,NULL,"2509008",NULL,NULL,NULL,NULL
2102077,NULL,NULL,"2102077","21",NULL,NULL,"2102077",NULL,NULL,NULL,NULL
3135100,NULL,NULL,"3135100","31",NULL,NULL,"3135100",NULL,NULL,NULL,NULL
1711506,NULL,NULL,"1711506","17",NULL,NULL,"1711506",NULL,NULL,NULL,NULL
2413300,NULL,NULL,"2413300","24",NULL,NULL,"2413300",NULL,NULL,NULL,NULL
3537701,NULL,NULL,"3537701","35",NULL,NULL,"3537701",NULL,NULL,NULL,NULL
2700508,NULL,NULL,"2700508","27",NULL,NULL,"2700508",NULL,NULL,NULL,NULL
2911402,NULL,NULL,"2911402","29",NULL,NULL,"2911402",NULL,NULL,NULL,NULL
2102903,NULL,NULL,"2102903","21",NULL,NULL,"2102903",NULL,NULL,NULL,NULL
5106653,NULL,NULL,"5106653","51",NULL,NULL,"5106653",NULL,NULL,NULL,NULL
3124500,NULL,NULL,"3124500","31",NULL,NULL,"3124500",NULL,NULL,NULL,NULL
5108808,NULL,NULL,"5108808","51",NULL,NULL,"5108808",NULL,NULL,NULL,NULL
4308805,NULL,NULL,"4308805","43",NULL,NULL,"4308805",NULL,NULL,NULL,NULL
3517703,NULL,NULL,"3517703","35",NULL,NULL,"3517703",NULL,NULL,NULL,NULL
4309704,NULL,NULL,"4309704","43",NULL,NULL,"4309704",NULL,NULL,NULL,NULL
4115804,NULL,NULL,"4115804","41",NULL,NULL,"4115804",NULL,NULL,NULL,NULL
3151305,NULL,NULL,"3151305","31",NULL,NULL,"3151305",NULL,NULL,NULL,NULL
5007976,NULL,NULL,"5007976","50",NULL,NULL,"5007976",NULL,NULL,NULL,NULL
4300661,NULL,NULL,"4300661","43",NULL,NULL,"4300661",NULL,NULL,NULL,NULL
4112405,NULL,NULL,"4112405","41",NULL,NULL,"4112405",NULL,NULL,NULL,NULL
2210359,NULL,NULL,"2210359","22",NULL,NULL,"2210359",NULL,NULL,NULL,NULL
2931400,NULL,NULL,"2931400","29",NULL,NULL,"2931400",NULL,NULL,NULL,NULL
1714302,NULL,NULL,"1714302","17",NULL,NULL,"1714302",NULL,NULL,NULL,NULL
2913457,NULL,NULL,"2913457","29",NULL,NULL,"2913457",NULL,NULL,NULL,NULL
2515104,NULL,NULL,"2515104","25",NULL,NULL,"2515104",NULL,NULL,NULL,NULL
3539707,NULL,NULL,"3539707","35",NULL,NULL,"3539707",NULL,NULL,NULL,NULL
3144003,NULL,NULL,"3144003","31",NULL,NULL,"3144003",NULL,NULL,NULL,NULL
2100105,NULL,NULL,"2100105","21",NULL,NULL,"2100105",NULL,NULL,NULL,NULL
3142502,NULL,NULL,"3142502","31",NULL,NULL,"3142502",NULL,NULL,NULL,NULL
2515708,NULL,NULL,"2515708","25",NULL,NULL,"2515708",NULL,NULL,NULL,NULL
3551603,NULL,NULL,"3551603","35",NULL,NULL,"3551603",NULL,NULL,NULL,NULL
2105401,NULL,NULL,"2105401","21",NULL,NULL,"2105401",NULL,NULL,NULL,NULL
2516904,NULL,NULL,"2516904","25",NULL,NULL,"2516904",NULL,NULL,NULL,NULL
2516003,NULL,NULL,"2516003","25",NULL,NULL,"2516003",NULL,NULL,NULL,NULL
5106851,NULL,NULL,"5106851","51",NULL,NULL,"5106851",NULL,NULL,NULL,NULL
5208509,NULL,NULL,"5208509","52",NULL,NULL,"5208509",NULL,NULL,NULL,NULL
2911303,NULL,NULL,"2911303","29",NULL,NULL,"2911303",NULL,NULL,NULL,NULL
4317103,NULL,NULL,"4317103","43",NULL,NULL,"4317103",NULL,NULL,NULL,NULL
2611309,NULL,NULL,"2611309","26",NULL,NULL,"2611309",NULL,NULL,NULL,NULL
3536703,NULL,NULL,"3536703","35",NULL,NULL,"3536703",NULL,NULL,NULL,NULL
2612604,NULL,NULL,"2612604","26",NULL,NULL,"2612604",NULL,NULL,NULL,NULL
2306702,NULL,NULL,"2306702","23",NULL,NULL,"2306702",NULL,NULL,NULL,NULL
3119807,NULL,NULL,"3119807","31",NULL,NULL,"3119807",NULL,NULL,NULL,NULL
4314159,NULL,NULL,"4314159","43",NULL,NULL,"4314159",NULL,NULL,NULL,NULL
2902906,NULL,NULL,"2902906","29",NULL,NULL,"2902906",NULL,NULL,NULL,NULL
3126752,NULL,NULL,"3126752","31",NULL,NULL,"3126752",NULL,NULL,NULL,NULL
2502508,NULL,NULL,"2502508","25",NULL,NULL,"2502508",NULL,NULL,NULL,NULL
4311304,NULL,NULL,"4311304","43",NULL,NULL,"4311304",NULL,NULL,NULL,NULL
4321857,NULL,NULL,"4321857","43",NULL,NULL,"4321857",NULL,NULL,NULL,NULL
2909604,NULL,NULL,"2909604","29",NULL,NULL,"2909604",NULL,NULL,NULL,NULL
3300407,NULL,NULL,"3300407","33",NULL,NULL,"3300407",NULL,NULL,NULL,NULL
3554904,NULL,NULL,"3554904","35",NULL,NULL,"3554904",NULL,NULL,NULL,NULL
3305158,NULL,NULL,"3305158","33",NULL,NULL,"3305158",NULL,NULL,NULL,NULL
2504074,NULL,NULL,"2504074","25",NULL,NULL,"2504074",NULL,NULL,NULL,NULL
2204808,NULL,NULL,"2204808","22",NULL,NULL,"2204808",NULL,NULL,NULL,NULL
2604155,NULL,NULL,"2604155","26",NULL,NULL,"2604155",NULL,NULL,NULL,NULL
4315404,NULL,NULL,"4315404","43",NULL,NULL,"4315404",NULL,NULL,NULL,NULL
4202107,NULL,NULL,"4202107","42",NULL,NULL,"4202107",NULL,NULL,NULL,NULL
3534104,NULL,NULL,"3534104","35",NULL,NULL,"3534104",NULL,NULL,NULL,NULL
5210307,NULL,NULL,"5210307","52",NULL,NULL,"5210307",NULL,NULL,NULL,NULL
3520905,NULL,NULL,"3520905","35",NULL,NULL,"3520905",NULL,NULL,NULL,NULL
4200507,NULL,NULL,"4200507","42",NULL,NULL,"4200507",NULL,NULL,NULL,NULL
5203559,NULL,NULL,"5203559","52",NULL,NULL,"5203559",NULL,NULL,NULL,NULL
2925253,NULL,NULL,"2925253","29",NULL,NULL,"2925253",NULL,NULL,NULL,NULL
2806602,NULL,NULL,"2806602","28",NULL,NULL,"2806602",NULL,NULL,NULL,NULL
2928950,NULL,NULL,"2928950","29",NULL,NULL,"2928950",NULL,NULL,NULL,NULL
3165602,NULL,NULL,"3165602","31",NULL,NULL,"3165602",NULL,NULL,NULL,NULL
4117503,NULL,NULL,"4117503","41",NULL,NULL,"4117503",NULL,NULL,NULL,NULL
3302106,NULL,NULL,"3302106","33",NULL,NULL,"3302106",NULL,NULL,NULL,NULL
2917102,NULL,NULL,"2917102","29",NULL,NULL,"2917102",NULL,NULL,NULL,NULL
1508100,NULL,NULL,"1508100","15",NULL,NULL,"1508100",NULL,NULL,NULL,NULL
3548302,NULL,NULL,"3548302","35",NULL,NULL,"3548302",NULL,NULL,NULL,NULL
3131406,NULL,NULL,"3131406","31",NULL,NULL,"3131406",NULL,NULL,NULL,NULL
3163508,NULL,NULL,"3163508","31",NULL,NULL,"3163508",NULL,NULL,NULL,NULL
4119004,NULL,NULL,"4119004","41",NULL,NULL,"4119004",NULL,NULL,NULL,NULL
2931202,NULL,NULL,"2931202","29",NULL,NULL,"2931202",NULL,NULL,NULL,NULL
3503208,NULL,NULL,"3503208","35",NULL,NULL,"3503208",NULL,NULL,NULL,NULL
3144201,NULL,NULL,"3144201","31",NULL,NULL,"3144201",NULL,NULL,NULL,NULL
3139904,NULL,NULL,"3139904","31",NULL,NULL,"3139904",NULL,NULL,NULL,NULL
2914307,NULL,NULL,"2914307","29",NULL,NULL,"2914307",NULL,NULL,NULL,NULL
4304622,NULL,NULL,"4304622","43",NULL,NULL,"4304622",NULL,NULL,NULL,NULL
3154606,NULL,NULL,"3154606","31",NULL,NULL,"3154606",NULL,NULL,NULL,NULL
3122504,NULL,NULL,"3122504","31",NULL,NULL,"3122504",NULL,NULL,NULL,NULL
2403707,NULL,NULL,"2403707","24",NULL,NULL,"2403707",NULL,NULL,NULL,NULL
2926806,NULL,NULL,"2926806","29",NULL,NULL,"2926806",NULL,NULL,NULL,NULL
3201100,NULL,NULL,"3201100","32",NULL,NULL,"3201100",NULL,NULL,NULL,NULL
4213500,NULL,NULL,"4213500","42",NULL,NULL,"4213500",NULL,NULL,NULL,NULL
5000856,NULL,NULL,"5000856","50",NULL,NULL,"5000856",NULL,NULL,NULL,NULL
1721307,NULL,NULL,"1721307","17",NULL,NULL,"1721307",NULL,NULL,NULL,NULL
1711951,NULL,NULL,"1711951","17",NULL,NULL,"1711951",NULL,NULL,NULL,NULL
1720309,NULL,NULL,"1720309","17",NULL,NULL,"1720309",NULL,NULL,NULL,NULL
4106902,NULL,NULL,"4106902","41",NULL,NULL,"4106902",NULL,NULL,NULL,NULL
2301505,NULL,NULL,"2301505","23",NULL,NULL,"2301505",NULL,NULL,NULL,NULL
3153103,NULL,NULL,"3153103","31",NULL,NULL,"3153103",NULL,NULL,NULL,NULL
3545506,NULL,NULL,"3545506","35",NULL,NULL,"3545506",NULL,NULL,NULL,NULL
3544707,NULL,NULL,"3544707","35",NULL,NULL,"3544707",NULL,NULL,NULL,NULL
3132008,NULL,NULL,"3132008","31",NULL,NULL,"3132008",NULL,NULL,NULL,NULL
3528304,NULL,NULL,"3528304","35",NULL,NULL,"3528304",NULL,NULL,NULL,NULL
2501005,NULL,NULL,"2501005","25",NULL,NULL,"2501005",NULL,NULL,NULL,NULL
4307203,NULL,NULL,"4307203","43",NULL,NULL,"4307203",NULL,NULL,NULL,NULL
4122602,NULL,NULL,"4122602","41",NULL,NULL,"4122602",NULL,NULL,NULL,NULL
3203163,NULL,NULL,"3203163","32",NULL,NULL,"3203163",NULL,NULL,NULL,NULL
3536109,NULL,NULL,"3536109","35",NULL,NULL,"3536109",NULL,NULL,NULL,NULL
5007554,NULL,NULL,"5007554","50",NULL,NULL,"5007554",NULL,NULL,NULL,NULL
4103156,NULL,NULL,"4103156","41",NULL,NULL,"4103156",NULL,NULL,NULL,NULL
3500709,NULL,NULL,"3500709","35",NULL,NULL,"3500709",NULL,NULL,NULL,NULL
3513702,NULL,NULL,"3513702","35",NULL,NULL,"3513702",NULL,NULL,NULL,NULL
4313011,NULL,NULL,"4313011","43",NULL,NULL,"4313011",NULL,NULL,NULL,NULL
3554953,NULL,NULL,"3554953","35",NULL,NULL,"3554953",NULL,NULL,NULL,NULL
3120839,NULL,NULL,"3120839","31",NULL,NULL,"3120839",NULL,NULL,NULL,NULL
2207702,NULL,NULL,"2207702","22",NULL,NULL,"2207702",NULL,NULL,NULL,NULL
2311306,NULL,NULL,"2311306","23",NULL,NULL,"2311306",NULL,NULL,NULL,NULL
3518206,NULL,NULL,"3518206","35",NULL,NULL,"3518206",NULL,NULL,NULL,NULL
2204550,NULL,NULL,"2204550","22",NULL,NULL,"2204550",NULL,NULL,NULL,NULL
4313904,NULL,NULL,"4313904","43",NULL,NULL,"4313904",NULL,NULL,NULL,NULL
5105200,NULL,NULL,"5105200","51",NULL,NULL,"5105200",NULL,NULL,NULL,NULL
2109270,NULL,NULL,"2109270","21",NULL,NULL,"2109270",NULL,NULL,NULL,NULL
3510153,NULL,NULL,"3510153","35",NULL,NULL,"3510153",NULL,NULL,NULL,NULL
2907301,NULL,NULL,"2907301","29",NULL,NULL,"2907301",NULL,NULL,NULL,NULL
2208007,NULL,NULL,"2208007","22",NULL,NULL,"2208007",NULL,NULL,NULL,NULL
3553203,NULL,NULL,"3553203","35",NULL,NULL,"3553203",NULL,NULL,NULL,NULL
3118700,NULL,NULL,"3118700","31",NULL,NULL,"3118700",NULL,NULL,NULL,NULL
3556453,NULL,NULL,"3556453","35",NULL,NULL,"3556453",NULL,NULL,NULL,NULL
3528403,NULL,NULL,"3528403","35",NULL,NULL,"3528403",NULL,NULL,NULL,NULL
2612406,NULL,NULL,"2612406","26",NULL,NULL,"2612406",NULL,NULL,NULL,NULL
3149309,NULL,NULL,"3149309","31",NULL,NULL,"3149309",NULL,NULL,NULL,NULL
3528700,NULL,NULL,"3528700","35",NULL,NULL,"3528700",NULL,NULL,NULL,NULL
3138906,NULL,NULL,"3138906","31",NULL,NULL,"3138906",NULL,NULL,NULL,NULL
3553005,NULL,NULL,"3553005","35",NULL,NULL,"3553005",NULL,NULL,NULL,NULL
3156304,NULL,NULL,"3156304","31",NULL,NULL,"3156304",NULL,NULL,NULL,NULL
5205208,NULL,NULL,"5205208","52",NULL,NULL,"5205208",NULL,NULL,NULL,NULL
1300904,NULL,NULL,"1300904","13",NULL,NULL,"1300904",NULL,NULL,NULL,NULL
5204201,NULL,NULL,"5204201","52",NULL,NULL,"5204201",NULL,NULL,NULL,NULL
2207306,NULL,NULL,"2207306","22",NULL,NULL,"2207306",NULL,NULL,NULL,NULL
1506351,NULL,NULL,"1506351","15",NULL,NULL,"1506351",NULL,NULL,NULL,NULL
2209658,NULL,NULL,"2209658","22",NULL,NULL,"2209658",NULL,NULL,NULL,NULL
3555802,NULL,NULL,"3555802","35",NULL,NULL,"3555802",NULL,NULL,NULL,NULL
2307254,NULL,NULL,"2307254","23",NULL,NULL,"2307254",NULL,NULL,NULL,NULL
3513850,NULL,NULL,"3513850","35",NULL,NULL,"3513850",NULL,NULL,NULL,NULL
2804300,NULL,NULL,"2804300","28",NULL,NULL,"2804300",NULL,NULL,NULL,NULL
2930709,NULL,NULL,"2930709","29",NULL,NULL,"2930709",NULL,NULL,NULL,NULL
1703800,NULL,NULL,"1703800","17",NULL,NULL,"1703800",NULL,NULL,NULL,NULL
3523305,NULL,NULL,"3523305","35",NULL,NULL,"3523305",NULL,NULL,NULL,NULL
3520202,NULL,NULL,"3520202","35",NULL,NULL,"3520202",NULL,NULL,NULL,NULL
3112604,NULL,NULL,"3112604","31",NULL,NULL,"3112604",NULL,NULL,NULL,NULL
